"idp";"fep";"sexo";"edad";"nacionalidad";"cpro";"grurba";"compra1";"compra2";"compra3";"compra4";"compra5";"donde1";"donde2";"donde3";"donde4";"donde5";"como";"alides1";"alides2";"alides3";"alides4";"alides5";"alides6";"respalim";"acaract1";"acaract2";"acaract3";"acaract4";"acaract5";"acaract6";"acaract7";"fresco";"higiene1";"higiene2";"higiene3";"higiene4";"higiene5";"higiene6";"higiene7";"pimport1";"pimport2";"pimport3";"pimport4";"pimport5";"pimport6";"resphig";"rnueva";"rcaract1";"rcaract2";"rcaract3";"rcaract4";"rcaract5";"rcaract6";"rcaract7";"rdes";"rnousa";"resprop";"medida1";"medida2";"medida3";"medida4";"medida5";"medida6";"medida7";"medida8";"noreduce1";"noreduce2";"noreduce3";"noreduce4";"noreduce5";"co2";"realiza";"vdispo1";"vdispo2";"vdispo3";"vdispo4";"vdispo5";"aguso1";"aguso2";"aguso3";"aguso4";"mtrans1";"mtrans2";"mtrans3";"mtrans4";"mtrans5";"mtrans6";"mtrans7";"mtrans8";"mmotiv1";"mmotiv2";"mmotiv3";"mmotiv4";"mmotiv5";"mmotiv6";"mmotiv7";"mmotiv8";"actitud";"mambient";"afecta";"actdigi";"nososte1";"nososte2";"nososte3";"nososte4";"nososte5";"nososte6";"nososte7";"confia";"propos1";"propos2";"propos3";"propos4";"propos5";"propos6";"propos7";"propos8";"nperson";"marco";"tipoh";"cest";"sactual";"ttrabajo";"cno";"ing"
1847;1160,98350711857;"1";"63";"1";"29";"3";"3";"1";"2";"3";"3";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"4";"1";"2";"2";"1";"1";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"3";"3";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"7";"3";"2";"2";"2";"2";"1";"2";"2";"3";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"3";"2";"11";"-9";"-9";"3"
2061;1291,64208304345;"6";"26";"1";"29";"3";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"5";"1";"1";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"4";"4";"4";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"8";"2";"2";"2";"2";"2";"2";"2";"1";"4";"2";"2";"1";"2";"2";"2";"2";"2";"3";"3";"4";"5";"6";"-9";"2";"4"
4546;1441,28033508252;"1";"45";"1";"29";"3";"3";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"5";"1";"2";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"4";"1";"4";"4";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"4";"1";"2";"1";"1";"2";"1";"1";"2";"3";"1";"1";"1";"2";"2";"2";"2";"2";"6";"4";"4";"5";"1";"3";"5";"7"
4813;1481,90756548869;"1";"36";"1";"29";"3";"3";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"5";"1";"2";"2";"1";"1";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"4";"3";"3";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"9";"2";"2";"1";"1";"2";"2";"1";"1";"3";"1";"1";"2";"1";"2";"2";"2";"2";"3";"2";"4";"7";"1";"1";"3";"6"
5048;2824,7563017051;"6";"16";"2";"29";"3";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"4";"1";"1";"1";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"1";"2";"99";"2";"2";"3";"4";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"6";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"3";"2";"4";"2";"7";"-9";"-9";"4"
4286;2415,66493389104;"6";"43";"3";"29";"3";"3";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"4";"1";"2";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"3";"3";"4";"1";"1";"1";"2";"2";"2";"2";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"2";"1";"4";"3";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"4";"4";"5";"7";"2";"3";"5";"3"
429;2790,36254436612;"1";"34";"3";"29";"3";"3";"1";"2";"2";"3";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"3";"3";"3";"3";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"3";"2";"1";"1";"1";"1";"1";"1";"2";"3";"2";"2";"2";"2";"2";"2";"2";"1";"4";"4";"5";"0";"1";"3";"9";"4"
231;1561,58401755805;"1";"23";"1";"29";"3";"3";"1";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"5";"1";"2";"2";"1";"2";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"3";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"7";"99";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"5";"3";"1";"3";"0";"99"
897;1211,79824556792;"1";"41";"1";"29";"3";"3";"1";"1";"3";"3";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"4";"1";"2";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"3";"2";"8";"1";"2";"1";"1";"2";"2";"2";"2";"4";"1";"1";"1";"2";"2";"2";"2";"2";"3";"3";"4";"0";"1";"3";"9";"3"
4857;1129,23426977805;"6";"40";"1";"29";"3";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"3";"5";"1";"1";"1";"1";"2";"2";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"3";"1";"10";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"5";"3";"4";"1";"5";"3";"9";"3"
4217;1236,44711861252;"6";"30";"1";"29";"3";"3";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"3";"2";"3";"1";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"7";"1";"2";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"4";"4";"4";"7";"6";"-9";"2";"4"
1873;1147,67927699499;"6";"37";"1";"29";"3";"3";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"1";"1";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"4";"2";"3";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"7";"2";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"3";"1";"2";"3";"6";"-9";"5";"1"
1556;1720,95963247799;"6";"71";"1";"29";"3";"3";"1";"1";"2";"3";"2";"1";"1";"2";"2";"1";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"4";"1";"2";"2";"1";"2";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"2";"2";"2";"1";"2";"3";"2";"4";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"3";"2";"8";"1";"2";"2";"2";"2";"2";"1";"2";"3";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"3";"1";"8";"-9";"-9";"4"
394;1341,80731347556;"1";"54";"1";"29";"3";"2";"1";"1";"3";"3";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"4";"4";"2";"2";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"99";"3";"3";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"2";"1";"5";"2";"2";"1";"2";"2";"1";"1";"2";"3";"1";"2";"1";"2";"1";"2";"2";"2";"4";"4";"4";"2";"6";"-9";"9";"3"
3035;1561,58401755805;"1";"23";"1";"29";"3";"2";"2";"3";"3";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"4";"1";"2";"2";"1";"1";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"2";"2";"2";"1";"1";"3";"4";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"5";"3";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"5";"5";"4";"2";"1";"3";"9";"2"
1107;1160,98350711857;"1";"60";"1";"29";"3";"3";"1";"1";"3";"3";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"2";"5";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"99";"4";"4";"4";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"3";"1";"5";"99";"2";"1";"2";"2";"2";"2";"2";"4";"1";"2";"2";"2";"2";"2";"2";"2";"3";"3";"2";"1";"1";"3";"8";"3"
2921;1186,87221299739;"1";"65";"1";"29";"3";"2";"2";"3";"1";"3";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"3";"2";"1";"1";"2";"2";"1";"3";"3";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"5";"1";"2";"1";"2";"2";"1";"1";"1";"3";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"8";"-9";"-9";"4"
4834;1561,58401755805;"1";"23";"1";"29";"3";"3";"1";"1";"2";"3";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"3";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"2";"2";"2";"3";"3";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"3";"5";"3";"2";"1";"2";"2";"2";"1";"2";"3";"2";"2";"2";"2";"2";"2";"2";"1";"3";"2";"4";"2";"1";"3";"7";"4"
1198;1341,80731347556;"1";"52";"1";"29";"3";"2";"1";"1";"2";"3";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"5";"2";"2";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"1";"2";"1";"2";"2";"4";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"1";"5";"2";"2";"2";"1";"2";"2";"2";"2";"4";"2";"2";"2";"2";"2";"2";"2";"1";"3";"3";"4";"2";"1";"3";"8";"4"
781;1441,28033508252;"1";"49";"1";"29";"3";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"1";"1";"2";"2";"2";"1";"2";"1";"3";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"8";"3";"2";"2";"1";"2";"2";"2";"2";"3";"2";"2";"2";"1";"2";"2";"2";"2";"3";"3";"2";"3";"1";"3";"3";"5"
1043;1298,66678765344;"6";"48";"1";"29";"3";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"3";"4";"1";"1";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"4";"4";"4";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"3";"1";"7";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"5";"5";"5";"3";"1";"3";"5";"6"
4701;1211,79824556792;"1";"43";"1";"29";"3";"3";"1";"2";"3";"3";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"8";"3";"1";"1";"1";"2";"1";"1";"2";"3";"1";"1";"1";"2";"2";"2";"2";"2";"4";"2";"4";"2";"1";"3";"8";"5"
5071;1129,23426977805;"6";"44";"1";"29";"3";"2";"1";"1";"1";"3";"2";"1";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"5";"1";"1";"2";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"2";"3";"3";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"3";"2";"7";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"3";"2";"4";"5";"1";"3";"5";"4"
2541;1481,90756548869;"1";"38";"1";"29";"3";"3";"1";"1";"2";"1";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"3";"3";"3";"3";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"6";"1";"2";"1";"1";"2";"1";"1";"2";"4";"1";"2";"2";"2";"2";"1";"2";"2";"3";"2";"4";"2";"1";"3";"3";"5"
5216;1441,28033508252;"1";"47";"1";"29";"3";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"4";"1";"1";"1";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"3";"1";"2";"1";"2";"1";"1";"3";"3";"3";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"5";"2";"2";"1";"2";"2";"1";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"1";"4";"3";"4";"5";"4";"1";"3";"7"
555;1441,28033508252;"1";"48";"1";"29";"3";"2";"2";"1";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"4";"4";"1";"2";"1";"2";"2";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"1";"1";"1";"2";"1";"1";"4";"4";"4";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"3";"1";"5";"3";"2";"2";"2";"1";"2";"2";"2";"4";"2";"2";"2";"2";"2";"2";"2";"1";"4";"3";"4";"3";"4";"3";"7";"7"
2366;2628,23797758855;"1";"51";"2";"29";"3";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"2";"1";"1";"1";"1";"4";"4";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"3";"1";"8";"2";"2";"2";"2";"2";"2";"1";"2";"3";"1";"2";"2";"2";"2";"1";"2";"2";"3";"2";"4";"7";"6";"-9";"4";"7"
2065;1389,30639613739;"6";"67";"1";"29";"3";"3";"1";"1";"2";"3";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"6";"1";"2";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"99";"2";"2";"99";"4";"1";"3";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"3";"1";"1";"99";"2";"2";"1";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"11";"-9";"-9";"4"
4966;2415,66493389104;"6";"43";"2";"29";"3";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"4";"4";"1";"1";"1";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"3";"2";"1";"1";"2";"2";"2";"4";"4";"4";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"3";"2";"5";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"3";"6";"1";"3";"3";"4"
3086;1389,30639613739;"6";"66";"1";"29";"3";"3";"1";"1";"2";"3";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"4";"5";"1";"1";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"1";"2";"1";"4";"3";"4";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"3";"1";"8";"1";"2";"1";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"1";"3";"3";"4";"0";"8";"-9";"-9";"5"
822;1236,44711861252;"6";"33";"1";"29";"3";"3";"1";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"2";"2";"2";"2";"1";"4";"4";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"3";"1";"7";"2";"2";"2";"2";"2";"1";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"1";"4";"2";"4";"5";"6";"-9";"3";"99"
1374;1481,90756548869;"1";"36";"1";"29";"3";"1";"1";"1";"2";"3";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"1";"2";"1";"4";"4";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"3";"1";"5";"2";"2";"2";"2";"2";"2";"1";"2";"4";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2";"1";"3";"8";"4"
319;1441,28033508252;"1";"48";"1";"29";"3";"2";"2";"1";"3";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"6";"2";"2";"2";"1";"1";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"3";"2";"1";"1";"2";"2";"1";"1";"1";"4";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"8";"3";"2";"1";"1";"1";"1";"1";"2";"3";"2";"2";"2";"2";"2";"2";"2";"1";"3";"3";"4";"1";"9";"-9";"-9";"3"
3065;1236,44711861252;"6";"31";"1";"29";"3";"2";"1";"1";"3";"1";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"1";"2";"2";"2";"1";"1";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"1";"1";"4";"2";"3";"3";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"8";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"4";"2";"4";"3";"6";"-9";"9";"4"
